Aishe_Code,Name,State,District,Website,Year_Of_Establishment,Location,Slug
U-0427,"Suresh Gyan Vihar Univeristy, Jaipur",Rajasthan,Jaipur,www.gyanvihar.org,2000,Urban,gyanvihar
U-0421,"Rajasthan University of Veterinary and Animal Sciences, Bikaner",Rajasthan,Bikaner,www.rajuvas.org,2010,Urban,rajuvas
U-0420,"Rajasthan University of Health Sciences, Jaipur",Rajasthan,Jaipur,www.ruhsraj.org,2005,Urban,ruhsraj
U-0419,"Rajasthan Technical University, Kota",Rajasthan,Kota,www.rtu.ac.in,1981,Urban,rtu
U-0756,UNIVERSITY OF ENGINEERING AND MANAGEMENT,Rajasthan,Jaipur,jaipur.uem.edu.in,2012,Rural,jaipur1
U-0414,"National Law University, Jodhpur",Rajasthan,Jodhpur,www.nlujodhpur.ac.in,1999,Urban,nlujodhpur
U-0413,"Mohan Lal Sukhadia University, Uaipur",Rajasthan,Udaipur,www.mlsu.org,1962,Urban,mlsu
U-0793,MAHARAJA SURAJMAL BRIJ UNIVERSITY,Rajasthan,Bharatpur,www.msbrijuniversity.ac.in,2012,Urban,msbrijuniversity
U-0411,"Mewar University, Chittorgarh",Rajasthan,Chittorgarh,www.mewaruniversity.org,2008,Rural,mewaruniversity
U-0409,"Mahatma Jyoti Rao Phoole University, Jaipur",Rajasthan,Jaipur,www.mjrpuniversity.ac.in,2008,Rural,mjrpuniversity
U-0408,"Maharishi Dayanand Saraswati University, Ajmer",Rajasthan,Ajmer,mdsuajmer.ac.in,1987,Urban,mdsuajmer
U-0407,"Maharana Pratap University of Agriculture & Technology, Udaipur",Rajasthan,Udaipur,www.mpuat.ac.in,1999,Urban,mpuat
U-0406,"Maharaja Ganga Singh University, Bikaner",Rajasthan,Bikaner,www.mgsubikaner.ac.in,2003,Urban,mgsubikaner
U-0405,"LNM Institute of Information Technology, Jaipur",Rajasthan,Jaipur,www.lnmiit.ac.in,2002,Rural,lnmiit
U-0847,RNB GLOBAL UNIVERSITY,Rajasthan,Bikaner,www.rnbglobal.edu.in,2015,Rural,rnbglobal
U-1030,"RAJASTHAN ILD SKILLS UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.vsuraj.ac.in,2017,Urban,vsuraj
U-0399,"Jai Narain Vyas University, Jodhpur",Rajasthan,Jodhpur,jnvu.edu.in,1962,Urban,jnvu
U-0398,"Jagannath University, Jaipur",Rajasthan,Jaipur,www.jagannathuniversity.org,2008,Rural,jagannathuniversity
U-0396,"Institute of Advanced Studies in Education, Churu",Rajasthan,Churu,www.iaseuniversity.org.in,1953,Rural,iaseuniversity
U-1039,"SHRI KHUSHAL DAS UNIVERSITY, PILIBANAGA",Rajasthan,Hanumangarh,www.skduniversity.com,2018,Rural,skduniversity
U-1038,APEX UNIVERSITY,Rajasthan,Jaipur,www.apexuniversity.co.in,2018,Urban,apexuniversity1
U-0395,"Indian Institute of Technology, Jodhpur",Rajasthan,Jodhpur,iitj.ac.in,2008,Urban,iitj
U-0698,MADHAV UNIVERSITY,Rajasthan,Sirohi,www.madhavuniversity.edu.in,2013,Rural,madhavuniversity
U-0393,"Dr K N Modi University, Tonk",Rajasthan,Tonk,www.dknmu.org,2010,Rural,dknmu
U-0392,"Central University of Rajasthan, Jaipur",Rajasthan,Ajmer,www.curaj.ac.in,2009,Rural,curaj
U-0390,"Bhagwant University,  Ajmer",Rajasthan,Ajmer,www.bhagwantuniversity.com,2008,Rural,bhagwantuniversity
U-0842,MAHARISHI ARVIND UNIVERSITY,Rajasthan,Jaipur,www.maujaipur.org,2015,Rural,maujaipur
U-0387,"Kota University, Kota",Rajasthan,Kota,www.uok.ac.in,2003,Urban,uok
U-0871,"THE ICFAI UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.iujaipur.edu.in,2011,Urban,iujaipur
U-1300,JAI MINESH ADIVASI UNIVERSITY,Rajasthan,Kota,www.jmau.ac.in,-,Urban,jmau
U-1079,NIRWAN UNIVERSITY,Rajasthan,Jaipur,www.nirwanuniversity.ac.in,2017,Rural,nirwanuniversity
U-0785,PANDIT DEENDAYAL UPADHYAYA SHEKHAWATI UNIVERSITY,Rajasthan,Sikar,www.shekhauni.ac.in,2012,Urban,shekhauni
U-0870,SAI TIRUPATI UNIVERSITY,Rajasthan,Udaipur,www.saitirupatiuniversity.ac.in,2016,Rural,saitirupatiuniversity
U-0425,"Singhania University, Jhunjhunu",Rajasthan,Jhunjhunu,singhaniauniversity.ac.in,2007,Rural,singhaniauniversity
U-1210,MBM UNIVERSITY,Rajasthan,Jodhpur,www.mbm.ac.in,-,Urban,mbm
U-0416,"Pacific Academy of Higher Education Research University, Udaipur",Rajasthan,Udaipur,www.pacific-university.ac.in,2010,Rural,pacificuniversity
U-0400,"Jain Vishva Bharati Institute, Nagaur",Rajasthan,Didwana-Kuchaman,jvbi.ac.in,1991,Rural,jvbi
U-0896,"Govind Guru Tribal University, Banswara",Rajasthan,Banswara,www.ggtu.ac.in,2012,Rural,ggtu
U-0764,SHRI RAMASAMY MEMORIAL UNIVERSITY,Sikkim,Gangtok,www.srmus.ac.in,2013,Urban,srmus
U-0614,National Institute of Technology Sikkim,Sikkim,Namchi,www.nitsikkim.ac.in,2010,Rural,nitsikkim
U-0431,"Sikkim Manipal University, Gangtok",Sikkim,Gangtok,www.smu.edu.in,1995,Urban,smu
U-0433,"Sikkim Professional University, Tadong",Sikkim,Gangtok,www.spu.ac,2008,Urban,spu1
U-0430,"Sikkim  University, Gangtok",Sikkim,Gangtok,www.sikkimuniversity.ac.in,2007,Urban,sikkimuniversity
U-1225,SIKKIM ALPINE UNIVERSITY,Sikkim,Namchi,www.sikkimalpineuniversity.edu.in,2021,Rural,sikkimalpineuniversity
U-1027,KHANGCHENDZONGA STATE UNIVERSITY,Sikkim,Namchi,www.ksus.ac.in,2003,Rural,ksus
U-1234,SIKKIM SKILL UNIVERSITY,Sikkim,Namchi,www.sikkimskilluniversity.ac.in,-,Rural,sikkimskilluniversity
U-1350,Sikkim Global Technical University,Sikkim,Namchi,www.sgtu.ac.in,-,Urban,sgtu
U-0432,The ICFAI University Sikkim,Sikkim,Gangtok,www.iusikkim.edu.in,2004,Urban,iusikkim
U-1208,MEDHAVI SKILLS UNIVERSITY,Sikkim,Gangtok,www.msu.edu.in,-,Urban,msu
U-0454,"Hindustan Institute of Technology and Science, Kancheepuram",Tamil Nadu,Chengalpattu,www.hindustanuniv.ac.in,1985,Rural,hindustanuniv
U-0488,"Thiruvalluvar Univeristy, Vellore",Tamil Nadu,Vellore,www.tvu.edu.in,2002,Rural,tvu
U-0478,Sri Ramachandra Institute of Higher Education and Research (Deemed University),Tamil Nadu,Thiruvallur,www.sriramachandra.edu.in,1985,Urban,sriramachandra
U-0487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",Tamil Nadu,Thiruvallur,www.tanuvas.ac.in,1903,Urban,tanuvas
U-0485,"Tamilnadu Agricultural University, Coimbatore",Tamil Nadu,Coimbatore,www.tnau.ac.in,1906,Urban,tnau
U-0680,TAMIL NADU NATIONAL LAW UNIVERSITY,Tamil Nadu,Tiruchirappalli,www.tnnlu.ac.in,2012,Rural,tnnlu
U-0484,"Tamil Univesity, Thanjavur",Tamil Nadu,Thanjavur,www.tamiluniversity.ac.in,1981,Rural,tamiluniversity
U-0482,"Tamil Nadu Open University, Chennai",Tamil Nadu,Chennai,www.tnou.ac.in,2002,Urban,tnou
U-0481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",Tamil Nadu,Chennai,www.tnmgrmu.ac.in,1987,Urban,tnmgrmu
U-0479,"St. Peter's Institute of Higher Education and Research, Chennai",Tamil Nadu,Thiruvallur,www.spiher.ac.in,1993,Urban,spiher
U-0480,"Tamil Nadu Dr. Ambedkar Law University, Chennai",Tamil Nadu,Chennai,www.tndalu.ac.in,1997,Urban,tndalu
U-0474,"Sathyabama Institute of Science & Technology, Chennai",Tamil Nadu,Kancheepuram,www.sathyabama.ac.in,1988,Urban,sathyabama
U-0471,"Ponnaiyah Ramajayam Institute of Science & Technology, Thanjavur",Tamil Nadu,Thanjavur,www.prist.ac.in,1994,Rural,prist
U-0470,"Periyar University, Salem",Tamil Nadu,Salem,www.periyaruniversity.ac.in,1997,Urban,periyaruniversity
U-0468,"Noorul Islam Centre for Higher Education, Kanyakumari",Tamil Nadu,Kanniyakumari,www.niuniv.com,1989,Rural,niuniv
U-0467,"National Institute of Technology, Tiruchirapalli",Tamil Nadu,Tiruchirappalli,www.nitt.edu,1964,Urban,nitt
U-0466,"Mother Teresa Women's University, Kodaikanal",Tamil Nadu,Dindigul,www.motherteresawomenuniv.ac.in,1984,Rural,motherteresawomenuniv
U-0465,"Meenakshi Academy of Higher Education and Research, Chennai",Tamil Nadu,Chennai,www.maher.ac.in,2004,Urban,maher
U-0462,"Madras University, Chennai",Tamil Nadu,Chennai,www.unom.ac.in,1857,Urban,unom
U-0461,"M.G.R. Educational and Research Institute, Chennai",Tamil Nadu,Thiruvallur,www.drmgrdu.ac.in,1988,Urban,drmgrdu
U-0460,"Karunya Institute of Technology and Sciences, Coimbatore",Tamil Nadu,Coimbatore,www.karunya.edu,1986,Rural,karunya
U-0459,"Karpagam Academy of Higher Education, Coimbatore",Tamil Nadu,Coimbatore,www.kahedu.edu.in,1995,Rural,kahedu
U-0456,"Indian Institute of Technology, Chennai",Tamil Nadu,Chennai,www.iitm.ac.in,1959,Urban,iitm
U-0452,Dakshina Bharat Hindi Prachar Sabha,Tamil Nadu,Chennai,www.dbhpscentral.org,1918,Urban,dbhpscentral
U-0448,"Bharathidasan University, Tiruchirappalli",Tamil Nadu,Tiruchirappalli,www.bdu.ac.in,1982,Rural,bdu
U-0453,"Gandhigram Rural Institute, Dindigul",Tamil Nadu,Dindigul,www.ruraluniv.ac.in,1956,Rural,ruraluniv
U-0665,TAMIL NADU FISHERIES UNIVERSITY,Tamil Nadu,Nagapattinam,www.tnjfu.ac.in,2012,Rural,tnjfu
U-0457,Indian Maritime University,Tamil Nadu,Chennai,www.imu.edu.in,2008,Urban,imu
U-0449,"Central University of Tamil Nadu, Tiruvarur",Tamil Nadu,Thiruvarur,www.cutn.ac.in,2009,Rural,cutn
U-1304,ALL INDIA INSTITUTE OF MEDICAL SCIENCES MADURAI,Tamil Nadu,Madurai,aiimsmadurai.edu.in,-,Rural,aiimsmadurai
U-1392,Takshashila University,Tamil Nadu,Viluppuram,www.takshashilauniv.ac.in,-,Rural,takshashilauniv
U-1317,"NATIONAL INSTITUTE OF FOOD TECHNOLOGY, ENTREPRENEURSHIP AND MANAGEMENT -THANJAVUR",Tamil Nadu,Thanjavur,niftem-t.ac.in,-,Rural,niftemt
U-1331,"NATIONAL INSTITUTE OF TECHNICAL TEACHERS TRAINING AND RESEARCH, CHENNAI",Tamil Nadu,Chennai,www.nitttrc.ac.in,-,Urban,nitttrc
U-0434,"Academy of Maritime Education and Training, Chennai",Tamil Nadu,Chengalpattu,www.ametuniv.ac.in,1993,Rural,ametuniv
U-1403,Sri Venkateswaraa University,Tamil Nadu,Thoothukkudi,,-,Rural,srivenuni
U-0489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",Tamil Nadu,Thiruvallur,www.veltech.edu.in,1997,Rural,veltech
U-0464,"Manonmaniam Sundaranar University, Tirunelveli",Tamil Nadu,Tirunelveli,www.msuniv.ac.in,1990,Rural,msuniv
U-0447,"Bharathiar University, Coimbatore",Tamil Nadu,Coimbatore,www.b-u.ac.in,1982,Urban,bu
U-0444,"Avinashilingam Institute for Home Science & Higher Education for Women, Coimbatore",Tamil Nadu,Coimbatore,www.avinuty.ac.in,1957,Urban,avinuty
U-0443,"Annamalai University, Annamalainagar",Tamil Nadu,Cuddalore,www.annamalaiuniversity.ac.in,1928,Rural,annamalaiuniversity
U-0439,"Anna University, Chennai",Tamil Nadu,Chennai,www.annauniv.edu,1978,Urban,annauniv
U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Tamil Nadu,Coimbatore,www.amrita.edu,1994,Rural,amrita
U-1000,INDIAN INSTITUTE OF MANAGEMENT TIRUCHIRAPALLI,Tamil Nadu,Tiruchirappalli,www.iimtrichy.ac.in,2011,Urban,iimtrichy
U-0435,"Alagappa University, Alagappa Nagar, Karaikudi",Tamil Nadu,Sivaganga,www.alagappauniversity.ac.in,1985,Urban,alagappauniversity
U-0983,THE TAMILNADU DR. J JAYALALITHAA MUSIC AND FINE ARTS UNIVERSITY,Tamil Nadu,Chennai,www.tnjjmfau.in,2013,Urban,tnjjmfau
U-0476,"Shanmugha Arts, Science, Technology & Reserch Academy (SASTRA), Thanjavur",Tamil Nadu,Thanjavur,www.sastra.edu,1984,Rural,sastra
U-0463,"Madurai Kamaraj University, Madurai",Tamil Nadu,Madurai,www.mkuniversity.ac.in,1965,Rural,mkuniversity
U-0475,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES (DEEMED TO BE UNIVERSITY),Tamil Nadu,Thiruvallur,www.saveetha.com,2005,Rural,saveetha
U-0446,Bharath Institute of Higher Education & Research,Tamil Nadu,Chengalpattu,www.bharathuniv.ac.in,1984,Rural,bharathuniv
U-1128,SAI UNIVERSITY,Tamil Nadu,Chennai,saiuniversity.edu.in,2018,Rural,saiuniversity
U-1141,DHANALAKSHMI SRINIVASAN UNIVERSITY,Tamil Nadu,Tiruchirappalli,dsuniversity.ac.in,2021,Urban,dsuniversity
U-1153,SHIV NADAR UNIVERSITY,Tamil Nadu,Chengalpattu,www.snuchennai.edu.in,2021,Rural,snuchennai
U-0483,"Tamil Nadu Teachers Education University, Chennai",Tamil Nadu,Chennai,www.tnteu.ac.in,2008,Urban,tnteu
U-0450,"Chennai Mathematical  Institute, Chennai",Tamil Nadu,Chengalpattu,www.cmi.ac.in,1985,Rural,cmi
U-0458,Kalasalingam Academy of Research and Education,Tamil Nadu,Virudhunagar,www.kalasalingam.ac.in,1984,Rural,kalasalingam
U-0472,"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur",Tamil Nadu,Kancheepuram,www.rgniyd.gov.in,1993,Urban,rgniyd
U-0486,"Tamilnadu Physical Education and Sports University, Chennai",Tamil Nadu,Chengalpattu,wwww.tnpesu.org,2004,Rural,wwww
U-0473,"S.R.M. Institute of Science & Technology, Chennai",Tamil Nadu,Chengalpattu,www.srmist.edu.in,1985,Rural,srmist
U-0490,"Vellore Institute of Technology, Vellore",Tamil Nadu,Vellore,www.vit.ac.in,1984,Urban,vit
U-0451,"Chettinad Academy of Research & Education, Kancheepuram",Tamil Nadu,Chengalpattu,www.care.edu.in ,2008,Rural,care
U-1232,JEPPIAR UNIVERSITY,Tamil Nadu,Chennai,jeppiaaruniversity.ac.in,-,Urban,jeppiaaruniversity
U-0469,"Periyar Maniammai Institute of Science & Technology, Thanjavur",Tamil Nadu,Thanjavur,www.pmu.edu,1988,Rural,pmu
U-0477,"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kancheepuram",Tamil Nadu,Kancheepuram,www.kanchiuniv.ac.in,1976,Rural,kanchiuniv
U-0754,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRIRANGAM",Tamil Nadu,Tiruchirappalli,www.iiitt.ac.in,2013,Rural,iiitt
U-0445,B.S. Abdur Rahman Crescent Institute of Science & Technology,Tamil Nadu,Chengalpattu,www.crescent.education,1984,Urban,crescent
U-0491,"Vels Institute of Science, Technology and Advanced Studies, Chennai",Tamil Nadu,Chengalpattu,www.vistas.ac.in,1992,Urban,vistas
U-0455,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Tamil Nadu,Chengalpattu,www.iiitdm.ac.in,2007,Rural,iiitdm
U-0492,"VINAYAKA MISSIONs RESEARCH FOUNDATION, SALEM",Tamil Nadu,Salem,www.vinayakamission.com,1982,Rural,vinayakamission
U-1373,MNR University,Telangana,Sangareddy,,-,Urban,mnruni
U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,www.jntuh.ac.in,1972,Urban,jntuh
U-0028,"Palamuru University,  Mahabubnagar",Telangana,Mahabubnagar,www.palamuruuniversity.ac.in,2008,Rural,palamuruuniversity
U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),Telangana,Hyderabad,pjtsau.edu.in,2014,Urban,pjtsau
U-0007,"Dr. B. R. Ambedkar Open University, Hyderabad",Telangana,Hyderabad,www.braou.ac.in,1982,Urban,braou
U-0012,"ICFAI Foundation for Higher Education, Hyderabad",Telangana,Hyderabad,www.ifheindia.org,1995,Urban,ifheindia
U-1364,Guru Nanak University,Telangana,Hyderabad,,-,Urban,gurnanuni
U-0014,"International Institute of Information Technology, Hyderabad",Telangana,Ranga Reddy,www.iiit.ac.in,1998,Urban,iiit
U-1137,WOXSEN UNIVERSITY,Telangana,Sangareddy,woxsen.edu.in,2014,Rural,woxsen
U-0040,"Telangana University, Nizamabad",Telangana,Nizamabad,www.telanganauniversity.ac.in,2006,Rural,telanganauniversity
U-1399,Kaveri University,Telangana,Siddipet,kaveriuniversity.edu.in,-,Rural,kaveriuniversity
U-1124,MALLA REDDY UNIVERSITY,Telangana,MEDCHAL MALKAJGIRI,www.mallareddyuniversity.ac.in,2020,Urban,mallareddyuniversity
U-0024,National Academy of Legal Studies & Research (NALSR) University Hyderabad,Telangana,MEDCHAL MALKAJGIRI,www.nalsar.ac.in,1998,Rural,nalsar
U-0042,"University of Hyderabad, Hyderabad",Telangana,Ranga Reddy,www.uohyd.ac.in,1974,Urban,uohyd
U-1188,ANURAG UNIVERSITY,Telangana,MEDCHAL MALKAJGIRI,www.anurag.edu.in,2020,Rural,anurag
U-1119,MAHINDRA UNIVERSITY,Telangana,MEDCHAL MALKAJGIRI,www.mahindrauniversity.edu.in,2020,Urban,mahindrauniversity
U-1118,NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH (NIPER) HYDERABAD,Telangana,Hyderabad,www.niperhyd.ac.in,2007,Urban,niperhyd
U-0018,Jawarharlal Nehru Architecture and Fine Art University Hyderabad,Telangana,Ranga Reddy,www.jnafau.ac.in,1961,Urban,jnafau
U-0022,"Mahatma Gandhi University, Nalgonda",Telangana,Nalgonda,www.mguniversity.ac.in,2007,Rural,mguniversity
U-0032,"Satavahana University, Karimnagar",Telangana,Karimnagar,www.satavahana.ac.in,2008,Rural,satavahana
U-0019,"Kakatiya University, Warangal",Telangana,Hanumakonda,www.kakatiya.ac.in,1968,Urban,kakatiya
U-0868,P.V. NARSIMHA RAO TELANGANA VETERINARY UNIVERSITY,Telangana,Ranga Reddy,tsvu.nic.in,2014,Urban,tsvu
U-0026,"Nizam Institute of Medical Sciences,  Hyderabad",Telangana,Hyderabad,www.nims.edu.in,1989,Urban,nims
U-0869,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR",Telangana,Nirmal,www.rgukt.ac.in,2008,Rural,rgukt1
U-1366,Malla Reddy Vishwavidyapeeth,Telangana,MEDCHAL MALKAJGIRI,,-,Urban,malredvis
U-1108,ALL INDIA INSTITUTE OF MEDICAL SCIENCE  BIBINAGAR,Telangana,YADADRI BHUVANAGIRI,www.aiimsbibinagar.edu.in						,2019,Rural,aiimsbibinagar
U-0023,"Maulana Azad National Urdu University, Hyderabad",Telangana,Ranga Reddy,www.manuu.edu.in,1998,Urban,manuu
U-0013,"Indian Institute of Technology, Hyderabad",Telangana,Medak,iith.ac.in,2008,Urban,iith
U-0025,"National Institute of Technology, Warangal",Telangana,Warangal,nitw.ac.in,1959,Urban,nitw
U-1324,Aurora Higher Education and Research Academy,Telangana,MEDCHAL MALKAJGIRI,aurora.edu.in,-,Urban,aurora
U-1363,Sreenidhi University,Telangana,MEDCHAL MALKAJGIRI,suh.edu.in,-,Urban,suh
U-0845,SRI KONDA LAXMAN TELANGANA STATE HORTICULTURAL UNIVERSITY (SKLTSHU),Telangana,Siddipet,www.skltshu.ac.in,2014,Rural,skltshu
U-1088,CHAITANYA (DEEMED TO BE UNIVERSITY),Telangana,Ranga Reddy,www.chaitanya.edu.in,1991,Rural,chaitanya
U-1402,Sammakka Sarakka Central Tribal University,Telangana,Mulugu,ssctu.ac.in,-,Rural,ssctu
U-0029,"Potti Sri Ramulu Telugu University, Hyderabad",Telangana,Hyderabad,www.teluguuniversity.ac.in,1985,Urban,teluguuniversity
U-0867,KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES,Telangana,Hanumakonda,www.knruhs.telangana.gov.in,2014,Urban,knruhs
U-0027,"Osmania University, Hyderabad",Telangana,Hyderabad,www.osmania.ac.in,1917,Urban,osmania
U-1318,SR University,Telangana,Warangal,sru.edu.in,-,Rural,sru
U-1374,"NICMAR University of Construction Studies, Hyderabad Telangana",Telangana,MEDCHAL MALKAJGIRI,www.nicmar.ac.inhyderabadcampus,-,Rural,nicmar1
U-0041,"The English and Foreign Languages University, Hyderabad",Telangana,Hyderabad,www.efluniversity.ac.in,1958,Urban,efluniversity
U-1386,Mata Tripura Sundari Open University,Tripura,Gomati,,-,Urban,mattrisun
U-0494,"The Institute of Chartered Financial Analysts of India University, Agartala",Tripura,West Tripura,www.iutripura.edu.in,2004,Rural,iutripura
U-0839,"MAHARAJA BIR BIKRAM UNIVERSITY, AGARTALA",Tripura,West Tripura,mbbuniversity.ac.in,2015,Urban,mbbuniversity
U-1302,TECHNO INDIA UNIVERSITY TRIPURA,Tripura,West Tripura,www.tiut.ac.in,-,Rural,tiut
U-1293,NATIONAL LAW UNIVERSITY,Tripura,West Tripura,www.nlutripura.ac.in,-,Rural,nlutripura
U-1277,ARYAVART INTERNATIONAL UNIVERSITY,Tripura,North Tripura,www.aiuniversity.edu.in,-,Rural,aiuniversity
U-0495,"Tripura University, Agartala",Tripura,West Tripura,www.tripurauniv.ac.in,1987,Urban,tripurauniv
U-0493,"National Institute of Technology, Agartala",Tripura,West Tripura,www.nita.ac.in,1965,Rural,nita
U-1323,Dhamma Dipa International Buddhist University,Tripura,South Tripura,ddibu.in,-,Rural,ddibu
U-1158,Indian Institute of Information Technology Agartala,Tripura,West Tripura,www.iiitagartala.ac.in,2018,Rural,iiitagartala
U-1162,COER ROORKEE,Uttarakhand,Haridwar,www.coeruniversity.ac.in,2021,Urban,coeruniversity
U-0681,UTTARAKHAND AYURVED UNIVERSITY,Uttarakhand,Dehradun,www.uau.ac.in,2009,Rural,uau
U-1009,INDIAN INSTITUTE OF MANAGEMENT KASHIPUR,Uttarakhand,Udam Singh Nagar,www.iimkashipur.ac.in,2011,Rural,iimkashipur
U-0556,"Gurukul Kangri Vishwavidyalaya, Haridwar",Uttarakhand,Haridwar,www.gkv.ac.in,1902,Urban,gkv
U-0555,"Graphic Era University, Dehradun",Uttarakhand,Dehradun,www.geu.ac.in,1997,Urban,geu
U-0638,GRAPHIC ERA HILL UNIVERSITY,Uttarakhand,Dehradun,www.gehu.ac.in,2011,Urban,gehu
U-1091,SOBAN SINGH JEENA UNIVERSITY,Uttarakhand,Almora,WWW.SSJU.AC.IN,2020,Urban,ssju
U-0904,"Shri Guru Ram Rai University, Dehradun",Uttarakhand,Dehradun,www.sgrru.ac.in,1994,Urban,sgrru
U-0551,"Dev Sanskriti Vishwavidyalaya, Gayatrikunj",Uttarakhand,Haridwar,www.dsvv.ac.in,2002,Urban,dsvv
U-0929,Bhagwant Global University,Uttarakhand,Pauri Garhwal,www.bgukotdwar.ac.in,2016,Rural,bgukotdwar
U-0557,"Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal",Uttarakhand,Pauri Garhwal,www.hnbgu.ac.in,1973,Urban,hnbgu
U-0654,"UTTARAKHAND UNIVERSITY OF HORTICULTURE AND FORESTRY, BHARSAR",Uttarakhand,Pauri Garhwal,www.uuhf.ac.in,2011,Rural,uuhf
U-1255,HARIDWAR UNIVERSITY,Uttarakhand,Haridwar,www.huroorkee.ac.in,-,Rural,huroorkee
U-1335,DBS Global University,Uttarakhand,Dehradun,,-,Urban,dbsglouni
U-1349,Maya Devi University,Uttarakhand,Dehradun,maya.edu.in,-,Rural,maya
U-1207,SURAJMAL UNIVERSITY,Uttarakhand,Udam Singh Nagar,SMU.ac.in,-,Rural,smu1
U-1237,HIMALAYIYA UNIVERSITY,Uttarakhand,Dehradun,www.himalayiyauniversity.in,-,Rural,himalayiyauniversity
U-0559,"Jigyasa University, Dehradun",Uttarakhand,Dehradun,www.hzu.edu.in,2003,Rural,hzu
U-0950,Quantum University,Uttarakhand,Haridwar,www.quantumuniversity.edu.in,2017,Rural,quantumuniversity
U-0553,"Forest Research Institute, Dehradun",Uttarakhand,Dehradun,www.fridu.edu.in,1991,Urban,fridu
U-0774,DIT UNIVERSITY,Uttarakhand,Dehradun,www.dituniversity.edu.in,1998,Urban,dituniversity
U-0560,"Indian Institute of Technology, Roorkee",Uttarakhand,Haridwar,www.iitr.ac.in,1847,Urban,iitr
U-0616,National Institute of Technology Uttarakhand,Uttarakhand,Pauri Garhwal,www.nituk.ac.in,2009,Rural,nituk
U-0819,HEMWATI NANDAN BAHUGUNA MEDICAL EDUCATION UNIVERSITY,Uttarakhand,Dehradun,www.hnbumu.ac.in,2014,Urban,hnbumu
U-0912,HIMALAYAN GARHWAL UNIVERSITY,Uttarakhand,Pauri Garhwal,www.hgu.ac.in,2017,Rural,hgu
U-1356,Smt Manjira Devi University,Uttarakhand,Uttar Kashi,www.smdu.edu.in,-,Rural,smdu
U-0565,"Uttarakhand Sanskrit University, Hardwar",Uttarakhand,Haridwar,www.usvv.ac.in,2005,Rural,usvv
U-0561,"The ICFAI University, Dehradun",Uttarakhand,Dehradun,www.iudehradun.edu.in,2003,Rural,iudehradun
U-0780,MOTHERHOOD UNIVERSITY,Uttarakhand,Haridwar,www.mhu.edu.in,2015,Rural,mhu1
U-0623,Uttarakhand Open University,Uttarakhand,Nainital,uou.ac.in,2005,Rural,uou
U-0737,SWAMI RAMA HIMALAYAN UNIVERSITY,Uttarakhand,Dehradun,www.srhu.edu.in,2013,Rural,srhu
U-0691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Uttarakhand,Dehradun,www.aiimsrishikesh.edu.in,2012,Rural,aiimsrishikesh
U-0773,IMS UNISON UNIVERSITY,Uttarakhand,Dehradun,www.iuu.ac,1996,Urban,iuu
U-0552,"Doon University, Dehradun",Uttarakhand,Dehradun,www.doonuniversity.ac.in,2005,Urban,doonuniversity
U-0554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Uttarakhand,Udam Singh Nagar,www.gbpuat.ac.in,1960,Rural,gbpuat
U-0562,"Kumaun University, Nainital",Uttarakhand,Nainital,www.kunainital.ac.in,1973,Urban,kunainital
U-0563,"University of Patanjali, Patanjali Yogpeeth, Haridwar",Uttarakhand,Haridwar,www.universityofpatanjali.com,2006,Urban,universityofpatanjali
U-0750,"UTTARANCHAL UNIVERSITY, DEHRADUN",Uttarakhand,Dehradun,www.uudoon.in,2013,Urban,uudoon
U-0566,"Uttrakhand Technical University, Dehradun",Uttarakhand,Dehradun,www.uktech.ac.in,2005,Rural,uktech
U-0564,"University of Petroleum and Energy Studies, Dehradun",Uttarakhand,Dehradun,www.upes.ac.in,2003,Rural,upes
U-1347,Amrapali University,Uttarakhand,Nainital,amrapali.ac.in,-,Rural,amrapali
U-1361,Mind Power University,Uttarakhand,Nainital,,-,Urban,minpowuni
U-0908,Ras Bihari Bose Subharti University,Uttarakhand,Dehradun,www.rbbsu.edu.in,2016,Rural,rbbsu
U-0993,SARDAR BHAGWAN SINGH UNIVERSITY,Uttarakhand,Dehradun,www.sbsuniversity.edu.in,1994,Urban,sbsuniversity
